satisfaction_level,last_evaluation,number_project,average_monthly_hours,left,cluster,Emp_Id
0.78,0.89,5,274,1,0,IND13181
0.1,0.79,6,256,1,2,IND37399
0.1,0.77,5,276,1,2,IND24064
0.75,0.85,5,267,1,0,IND40964
0.46,0.62,6,213,1,2,IND42333
0.91,0.97,4,274,1,0,IND30739
0.1,0.92,6,258,1,2,IND32985
0.72,0.6,3,153,1,1,IND04681
0.11,0.95,6,245,1,2,IND20017
0.11,0.94,6,264,1,2,IND44990
0.46,0.57,2,154,1,1,IND18895
0.37,0.46,2,149,1,1,IND02028
0.46,0.5,2,157,1,1,IND19751
0.43,0.57,2,127,1,1,IND35591
0.11,0.82,6,270,1,2,IND19736
0.73,0.89,5,236,1,0,IND20998
0.43,0.47,2,158,1,1,IND25336
0.86,1.0,5,229,1,0,IND03883
0.1,0.83,6,269,1,2,IND19525
0.4,0.49,2,128,1,1,IND23659
0.11,0.87,7,278,1,2,IND30109
0.86,0.98,3,158,1,0,IND32952
0.42,1.0,3,202,1,0,IND38166
0.79,0.84,4,240,1,0,IND42564
0.1,0.96,7,255,1,2,IND02877
0.09,0.92,7,254,1,2,IND04457
0.09,0.82,6,257,1,2,IND06989
0.87,1.0,4,228,1,0,IND01598
0.36,0.49,2,145,1,1,IND13179
0.42,0.75,3,218,1,0,IND32075
0.84,0.86,5,268,1,0,IND35219
0.1,0.83,6,278,1,2,IND15759
0.78,0.71,3,249,1,0,IND37483
0.35,0.99,3,236,1,0,IND25668
0.1,0.81,7,291,1,2,IND44321
0.11,0.8,6,306,1,2,IND10444
0.43,0.48,2,135,1,1,IND20564
0.38,0.45,2,156,1,1,IND01572
0.46,0.54,2,143,1,1,IND34273
0.89,0.82,4,243,1,0,IND38832
0.45,0.5,2,147,1,1,IND20145
0.44,0.53,2,159,1,1,IND03101
0.74,0.54,5,216,1,0,IND10512
0.45,0.54,2,152,1,1,IND41127
0.79,0.93,4,226,1,0,IND07192
0.79,0.91,5,271,1,0,IND07581
0.11,0.87,6,255,1,2,IND08629
0.42,0.48,2,140,1,1,IND16656
0.64,0.9,6,252,1,2,IND0604
0.4,0.55,2,159,1,1,IND0957
0.84,0.98,5,270,1,0,IND11630
0.73,0.92,5,232,1,0,IND02115
0.4,0.51,2,144,1,1,IND34984
0.36,0.45,2,127,1,1,IND36130
0.43,0.47,2,131,1,1,IND41547
0.11,0.78,6,243,1,2,IND29216
0.91,1.0,5,244,1,0,IND14399
0.8,1.0,5,260,1,0,IND43458
0.42,0.49,2,139,1,1,IND11429
0.31,0.87,4,184,1,2,IND37273
0.44,0.47,2,130,1,1,IND39614
0.38,0.54,2,135,1,1,IND07631
0.45,0.56,2,146,1,1,IND36146
0.43,0.46,2,149,1,1,IND12275
0.45,0.46,2,153,1,1,IND25137
0.43,0.57,2,160,1,1,IND25767
0.43,0.49,2,160,1,1,IND28222
0.09,0.83,6,282,1,2,IND12606
0.43,0.47,2,128,1,1,IND0353
0.79,0.94,4,232,1,0,IND09781
0.85,0.58,3,226,1,0,IND04581
0.38,0.45,2,129,1,1,IND30217
0.11,0.92,7,255,1,2,IND27831
0.83,0.99,5,258,1,0,IND02428
0.81,0.91,4,229,1,0,IND11084
0.42,0.56,2,143,1,1,IND29035
0.11,0.87,6,257,1,2,IND43286
0.11,0.85,7,275,1,2,IND13466
0.1,0.89,7,291,1,2,IND37486
0.5,0.54,5,153,1,1,IND11298
0.44,0.49,2,154,1,1,IND29621
0.11,0.9,6,301,1,2,IND27738
0.39,0.52,2,134,1,1,IND36534
0.11,0.78,6,245,1,2,IND40501
0.36,0.5,2,132,1,1,IND25745
0.43,0.51,2,130,1,1,IND31873
0.4,0.5,2,127,1,1,IND23980
0.86,0.84,4,246,1,0,IND31948
0.38,0.49,2,145,1,1,IND01852
0.46,0.45,2,138,1,1,IND03304
0.37,0.57,2,129,1,1,IND15035
0.43,0.52,2,150,1,1,IND30146
0.66,0.93,5,253,1,0,IND10466
0.37,0.48,2,160,1,1,IND18113
0.77,0.92,5,235,1,0,IND25911
0.38,0.55,2,151,1,1,IND31320
0.39,0.54,2,127,1,1,IND33674
0.41,0.55,2,151,1,1,IND37293
0.1,0.9,7,290,1,2,IND39444
0.09,0.93,6,249,1,2,IND04627
0.41,0.47,2,131,1,1,IND06005
0.39,0.46,2,159,1,1,IND08463
0.83,0.99,4,223,1,0,IND34567
0.09,0.87,3,214,1,2,IND34163
0.75,0.81,5,227,1,0,IND10935
0.44,0.54,2,127,1,1,IND25124
0.1,0.84,6,293,1,2,IND37120
0.42,0.46,2,141,1,1,IND25468
0.1,0.83,6,300,1,2,IND35108
0.1,0.86,6,309,1,2,IND18111
0.31,0.77,4,149,1,1,IND25003
0.42,0.54,2,159,1,1,IND43867
0.38,0.5,2,152,1,1,IND01688
0.39,0.57,2,158,1,1,IND19136
0.1,0.97,6,254,1,2,IND22254
0.11,0.93,6,294,1,2,IND40649
0.1,0.92,7,269,1,2,IND06410
0.11,0.9,7,247,1,2,IND16985
0.44,0.65,3,271,1,0,IND13574
0.91,0.96,4,232,1,0,IND0686
0.72,1.0,4,245,1,0,IND10631
0.36,0.46,2,132,1,1,IND20355
0.44,0.57,2,131,1,1,IND25072
0.85,0.99,5,248,1,0,IND41459
0.78,0.93,5,225,1,0,IND43008
0.39,0.46,2,156,1,1,IND44648
0.78,0.81,3,222,1,0,IND32574
0.1,0.92,6,243,1,2,IND31258
0.23,0.99,4,204,1,2,IND12083
0.11,0.87,6,301,1,2,IND29034
0.9,0.83,5,259,1,0,IND03992
0.91,0.89,4,247,1,0,IND12875
0.11,0.79,7,295,1,2,IND16318
0.43,0.54,2,150,1,1,IND43057
0.45,0.49,2,151,1,1,IND39517
0.11,0.91,5,291,1,2,IND37016
0.11,0.93,6,253,1,2,IND22669
0.43,0.5,2,161,1,1,IND33403
0.91,0.97,4,251,1,0,IND34711
0.43,0.55,2,153,1,1,IND11092
0.85,0.82,5,264,1,0,IND13836
0.1,0.77,6,310,1,2,IND38899
0.81,0.95,5,266,1,0,IND39109
0.36,0.62,4,237,1,2,IND44881
0.45,0.54,2,138,1,1,IND03150
0.86,1.0,5,227,1,0,IND14208
0.71,1.0,4,300,1,0,IND14375
0.11,0.97,7,310,1,2,IND31920
0.84,0.93,5,236,1,0,IND14570
0.09,0.97,7,288,1,2,IND36834
0.38,0.49,2,127,1,1,IND37752
0.15,0.55,6,139,1,2,IND43001
0.1,0.92,7,253,1,2,IND21426
0.8,0.97,4,218,1,0,IND43839
0.84,0.97,5,251,1,0,IND21430
0.11,0.87,6,264,1,2,IND27895
0.89,0.79,3,149,1,0,IND41567
0.45,0.51,2,138,1,1,IND44985
0.11,0.93,7,284,1,2,IND02339
0.74,0.93,5,244,1,0,IND37346
0.41,0.5,2,128,1,1,IND08132
0.44,0.53,2,154,1,1,IND25946
0.37,0.56,2,138,1,1,IND35226
0.11,0.86,6,308,1,2,IND10965
0.1,0.93,6,269,1,2,IND16617
0.7,0.74,6,136,1,0,IND09568
0.59,1.0,2,160,1,0,IND42330
0.38,0.53,2,138,1,1,IND34540
0.72,0.95,4,220,1,0,IND37572
0.73,1.0,5,274,1,0,IND23292
0.39,0.48,2,161,1,1,IND29752
0.89,0.82,5,224,1,0,IND13534
0.89,1.0,4,260,1,0,IND26013
0.11,0.78,6,300,1,2,IND28286
0.43,0.56,2,133,1,1,IND10164
0.09,0.93,6,308,1,2,IND19787
0.81,0.9,5,238,1,0,IND21953
0.37,0.53,2,126,1,1,IND10372
0.36,0.56,2,138,1,1,IND22583
0.11,0.85,6,299,1,2,IND25797
0.1,0.85,6,254,1,2,IND17877
0.66,0.47,7,156,1,0,IND15694
0.39,0.47,2,152,1,1,IND44379
0.44,0.51,2,146,1,1,IND19561
0.1,0.84,6,253,1,2,IND30210
0.79,0.94,5,227,1,0,IND14858
0.1,0.81,6,301,1,2,IND34869
0.54,0.94,6,294,1,2,IND38477
0.37,0.47,2,151,1,1,IND39971
0.37,0.57,2,128,1,1,IND16346
0.82,0.89,5,217,1,0,IND21184
0.45,0.52,2,160,1,1,IND38421
0.79,0.9,5,263,1,0,IND23823
0.42,0.56,2,156,1,1,IND07046
0.1,0.85,6,273,1,2,IND04570
0.11,0.78,6,303,1,2,IND24706
0.74,1.0,4,253,1,0,IND37577
0.1,0.93,6,270,1,2,IND0958
0.79,1.0,4,218,1,0,IND0200
0.43,0.48,2,144,1,1,IND40413
0.41,0.47,2,154,1,1,IND36293
0.39,0.55,2,146,1,1,IND11490
0.1,0.94,6,260,1,2,IND17875
0.82,0.85,5,218,1,0,IND24274
0.41,0.46,2,128,1,1,IND23901
0.42,0.56,2,128,1,1,IND31913
0.74,0.88,4,248,1,0,IND29278
0.38,0.57,2,152,1,1,IND27973
0.39,0.56,2,126,1,1,IND28242
0.87,0.94,4,260,1,0,IND05959
0.1,0.9,5,263,1,2,IND0431
0.78,1.0,5,220,1,0,IND20596
0.14,0.73,7,282,1,2,IND32071
0.11,0.94,6,277,1,2,IND23622
0.91,0.94,5,257,1,0,IND42875
0.49,0.63,6,265,1,2,IND06382
0.38,0.47,2,143,1,1,IND19669
0.82,0.97,5,263,1,0,IND23852
0.38,0.88,3,154,1,1,IND13076
0.89,1.0,5,253,1,0,IND03038
0.11,0.79,6,294,1,2,IND11647
0.37,0.51,2,128,1,1,IND25490
0.38,0.5,2,153,1,1,IND27050
0.78,0.87,5,256,1,0,IND03040
0.41,0.51,2,127,1,1,IND05505
0.41,0.51,2,137,1,1,IND19011
0.11,0.83,6,295,1,2,IND22841
0.11,0.79,6,281,1,2,IND41180
0.43,0.57,2,131,1,1,IND42619
0.75,0.86,5,237,1,0,IND22296
0.74,0.99,4,276,1,0,IND23494
0.85,0.85,5,267,1,0,IND31449
0.73,0.92,5,266,1,0,IND35383
0.1,0.79,6,294,1,2,IND43533
0.44,0.56,2,134,1,1,IND08254
0.3,0.56,3,309,1,2,IND12032
0.11,0.77,7,273,1,2,IND40832
0.84,0.83,5,238,1,0,IND12485
0.78,0.94,5,271,1,0,IND43086
0.43,0.53,2,145,1,1,IND23889
0.36,0.55,2,152,1,1,IND34318
0.43,0.47,2,128,1,1,IND23584
0.45,0.46,2,142,1,1,IND26381
0.76,0.93,5,238,1,0,IND0465
0.1,0.78,7,286,1,2,IND15162
0.09,0.86,6,291,1,2,IND15440
0.92,1.0,5,259,1,0,IND14332
0.92,0.9,5,248,1,0,IND44473
0.79,0.98,4,271,1,0,IND30941
0.43,0.51,2,140,1,1,IND06514
0.8,0.95,4,274,1,0,IND25591
0.44,0.49,2,127,1,1,IND0488
0.89,0.87,5,275,1,0,IND0889
0.48,0.88,3,239,1,0,IND06154
0.11,0.82,6,304,1,2,IND36386
0.38,0.55,2,145,1,1,IND11588
0.11,0.85,6,259,1,2,IND23371
0.82,0.86,4,264,1,0,IND44870
0.37,0.45,2,160,1,1,IND09094
0.4,0.48,2,138,1,1,IND11067
0.43,0.47,2,137,1,1,IND17479
0.44,0.5,2,156,1,1,IND39051
0.42,0.56,2,147,1,1,IND31062
0.11,0.8,7,243,1,2,IND39452
0.78,0.87,4,236,1,0,IND07935
0.46,0.86,2,212,1,0,IND25007
0.77,0.91,5,261,1,0,IND39646
0.83,0.82,4,243,1,0,IND32542
0.32,0.58,5,271,1,2,IND40827
0.9,0.92,5,154,1,0,IND42834
0.42,0.52,2,151,1,1,IND14777
0.1,0.96,6,254,1,2,IND20139
0.1,0.91,6,285,1,2,IND32987
0.44,0.49,2,130,1,1,IND13214
0.1,0.95,7,301,1,2,IND19993
0.11,0.8,6,286,1,2,IND08798
0.1,0.89,6,246,1,2,IND23266
0.39,0.47,2,135,1,1,IND05125
0.92,0.92,4,245,1,0,IND11215
0.43,0.56,2,136,1,1,IND28874
0.11,0.89,6,301,1,2,IND37301
0.81,1.0,5,235,1,0,IND06357
0.11,0.85,7,272,1,2,IND21038
0.87,1.0,5,274,1,0,IND33052
0.37,0.46,2,131,1,1,IND38142
0.39,0.56,2,135,1,1,IND33020
0.61,0.86,4,196,1,0,IND0562
0.11,0.95,6,285,1,2,IND30229
0.09,0.9,7,289,1,2,IND41072
0.36,0.52,2,157,1,1,IND20585
0.09,0.94,6,308,1,2,IND25763
0.41,0.71,4,301,1,2,IND38385
0.4,0.46,2,131,1,1,IND17675
0.1,0.91,6,262,1,2,IND19660
0.46,0.53,2,143,1,1,IND02593
0.39,0.57,2,133,1,1,IND25604
0.41,0.5,2,153,1,1,IND18589
0.1,0.94,7,281,1,2,IND11924
0.39,0.51,2,132,1,1,IND20324
0.73,0.83,5,270,1,0,IND43628
0.41,0.45,2,150,1,1,IND02240
0.37,0.51,2,140,1,1,IND08791
0.38,0.5,2,150,1,1,IND08580
0.8,0.63,5,180,1,0,IND38989
0.09,0.85,5,281,1,2,IND33819
0.85,0.92,4,275,1,0,IND35853
0.42,0.54,2,130,1,1,IND01962
0.41,0.48,2,130,1,1,IND33612
0.38,0.46,2,147,1,1,IND15829
0.72,1.0,5,264,1,0,IND25831
0.11,0.74,6,290,1,2,IND27726
0.37,0.47,2,150,1,1,IND42594
0.1,0.81,6,304,1,2,IND09580
0.36,0.54,2,136,1,1,IND29182
0.92,0.94,5,307,1,0,IND09674
0.11,0.87,5,303,1,2,IND31875
0.39,0.56,2,156,1,1,IND24042
0.11,0.95,6,271,1,2,IND09527
0.45,0.45,2,140,1,1,IND19915
0.44,0.55,2,130,1,1,IND24707
0.85,0.97,4,266,1,0,IND26944
0.43,0.52,2,139,1,1,IND04441
0.75,0.86,5,260,1,0,IND24770
0.11,0.55,2,137,1,1,IND12510
0.36,0.5,2,158,1,1,IND14607
0.1,0.79,6,249,1,2,IND36369
0.74,0.89,5,259,1,0,IND42067
0.4,0.46,2,144,1,1,IND13110
0.09,0.77,6,244,1,2,IND11621
0.76,0.91,4,219,1,0,IND02056
0.45,0.57,2,151,1,1,IND32234
0.84,0.88,4,269,1,0,IND36003
0.38,0.45,2,127,1,1,IND40225
0.38,0.46,2,144,1,1,IND21012
0.38,0.54,2,157,1,1,IND31622
0.86,0.94,5,224,1,0,IND34493
0.37,0.46,2,155,1,1,IND23059
0.37,0.5,2,131,1,1,IND23832
0.87,1.0,4,258,1,0,IND16829
0.11,0.85,6,267,1,2,IND34810
0.42,0.5,2,141,1,1,IND43272
0.43,0.48,2,160,1,1,IND06987
0.09,0.8,6,247,1,2,IND20052
0.54,0.56,4,260,1,0,IND28721
0.4,0.47,2,151,1,1,IND16014
0.36,0.52,2,137,1,1,IND26893
0.87,0.9,4,256,1,0,IND44459
0.75,0.88,4,239,1,0,IND05949
0.43,0.53,2,152,1,1,IND10874
0.43,0.47,2,149,1,1,IND33854
0.1,0.87,6,284,1,2,IND05172
0.11,0.78,7,248,1,2,IND09250
0.44,0.53,2,156,1,1,IND23856
0.39,0.48,2,138,1,1,IND20695
0.4,0.55,2,155,1,1,IND32598
0.92,0.87,4,229,1,0,IND42471
0.36,0.47,2,136,1,1,IND04821
0.86,0.95,4,241,1,0,IND23882
0.74,0.87,5,258,1,0,IND30133
0.8,0.95,3,146,1,0,IND32769
0.36,0.48,2,145,1,1,IND39131
0.42,0.57,2,159,1,1,IND24637
0.42,0.47,2,129,1,1,IND26667
0.4,0.45,2,142,1,1,IND34629
0.46,0.53,2,129,1,1,IND02143
0.09,0.9,6,287,1,2,IND06462
0.88,0.89,4,275,1,0,IND12258
0.1,0.82,6,272,1,2,IND02333
0.1,0.97,6,307,1,2,IND20182
0.11,0.93,4,295,1,2,IND39245
0.84,0.88,5,237,1,0,IND42683
0.42,0.56,2,158,1,1,IND05141
0.1,0.86,6,266,1,2,IND23588
0.1,0.95,6,256,1,2,IND02964
0.46,0.54,2,158,1,1,IND04104
0.09,0.97,7,268,1,2,IND26461
0.89,1.0,4,237,1,0,IND01331
0.82,1.0,4,273,1,0,IND21370
0.11,0.89,6,309,1,2,IND36570
0.81,0.84,5,258,1,0,IND0224
0.81,0.94,5,233,1,0,IND16780
0.77,1.0,4,249,1,0,IND24534
0.63,0.94,3,179,1,0,IND31657
0.4,0.57,2,128,1,1,IND39820
0.86,1.0,4,250,1,0,IND19019
0.37,0.49,2,151,1,1,IND24285
0.44,0.5,2,132,1,1,IND06178
0.74,0.89,5,232,1,0,IND37675
0.79,1.0,4,229,1,0,IND37780
0.09,0.92,6,261,1,2,IND11385
0.37,0.48,2,129,1,1,IND39544
0.09,0.78,6,244,1,2,IND11949
0.09,0.84,6,258,1,2,IND33616
0.1,0.8,7,292,1,2,IND01559
0.45,0.56,2,143,1,1,IND24809
0.4,0.51,2,136,1,1,IND01708
0.31,0.95,6,235,1,2,IND22932
0.7,0.93,2,310,1,0,IND24429
0.36,0.48,2,152,1,1,IND28335
0.34,0.97,6,157,1,2,IND35934
0.87,0.83,5,267,1,0,IND39537
0.11,0.91,6,302,1,2,IND41828
0.47,0.81,4,133,1,1,IND01066
0.43,0.52,2,142,1,1,IND02833
0.43,0.47,2,129,1,1,IND19749
0.45,0.57,2,136,1,1,IND28395
0.74,1.0,5,223,1,0,IND42959
0.1,0.89,6,244,1,2,IND18741
0.78,0.87,5,243,1,0,IND21923
0.9,0.95,5,275,1,0,IND25045
0.53,0.95,6,205,1,2,IND30699
0.45,0.54,2,154,1,1,IND33821
0.86,0.83,4,270,1,0,IND42187
0.74,0.89,4,267,1,0,IND01790
0.09,0.79,6,276,1,2,IND03572
0.8,0.95,5,244,1,0,IND0630
0.46,0.53,2,128,1,1,IND05223
0.86,0.95,5,269,1,0,IND09399
0.86,0.95,4,238,1,0,IND10120
0.9,0.91,4,269,1,0,IND21134
0.87,0.88,5,231,1,0,IND27436
0.83,0.94,4,267,1,0,IND39464
0.77,0.83,4,245,1,0,IND02613
0.77,1.0,4,272,1,0,IND02228
0.9,0.86,5,254,1,0,IND16371
0.73,0.92,4,273,1,0,IND17974
0.91,0.9,4,250,1,0,IND19732
0.36,0.53,2,133,1,1,IND42362
0.38,0.54,2,150,1,1,IND03741
0.44,0.46,2,157,1,1,IND02864
0.73,1.0,5,230,1,0,IND04183
0.89,0.91,5,260,1,0,IND26323
0.11,0.77,6,275,1,2,IND20530
0.1,0.77,7,308,1,2,IND23262
0.37,0.46,2,129,1,1,IND30517
0.38,0.48,2,134,1,1,IND43863
0.42,0.48,2,132,1,1,IND06401
0.44,0.46,2,153,1,1,IND16359
0.11,0.83,6,262,1,2,IND34207
0.09,0.97,7,262,1,2,IND11416
0.43,0.47,2,130,1,1,IND41654
0.38,0.52,2,156,1,1,IND21129
0.11,0.89,6,254,1,2,IND40382
0.37,0.49,2,130,1,1,IND24909
0.44,0.57,2,139,1,1,IND02363
0.72,0.82,5,269,1,0,IND23344
0.1,0.91,7,297,1,2,IND38022
0.73,0.86,5,249,1,0,IND24693
0.09,0.82,7,267,1,2,IND35387
0.44,0.46,2,149,1,1,IND21060
0.09,0.82,6,251,1,2,IND17418
0.1,0.87,6,306,1,2,IND18245
0.11,0.86,6,279,1,2,IND19324
0.42,0.46,2,131,1,1,IND20449
0.09,0.85,6,260,1,2,IND05378
0.72,0.88,5,249,1,0,IND31277
0.75,0.97,4,245,1,0,IND02303
0.44,0.5,2,138,1,1,IND06375
0.11,0.91,6,278,1,2,IND19809
0.38,0.47,2,147,1,1,IND21235
0.39,0.57,2,131,1,1,IND13541
0.1,0.9,7,301,1,2,IND16729
0.43,0.52,2,141,1,1,IND19864
0.39,0.57,2,158,1,1,IND27714
0.88,0.87,4,235,1,0,IND01820
0.1,0.85,7,261,1,2,IND35533
0.1,0.89,5,270,1,2,IND05445
0.11,0.93,6,290,1,2,IND06760
0.37,0.47,2,149,1,1,IND35996
0.37,0.48,2,160,1,1,IND16621
0.77,0.87,4,150,1,0,IND15776
0.91,0.94,5,218,1,0,IND38934
0.46,0.51,2,155,1,1,IND08157
0.11,0.87,6,291,1,2,IND35962
0.86,0.91,5,265,1,0,IND03620
0.87,0.88,5,262,1,0,IND29802
0.09,0.92,6,303,1,2,IND41059
0.42,0.46,2,132,1,1,IND42836
0.82,0.83,4,245,1,0,IND01528
0.46,0.48,2,129,1,1,IND34394
0.88,1.0,5,226,1,0,IND01831
0.1,0.91,6,286,1,2,IND32851
0.43,0.45,2,140,1,1,IND14327
0.37,0.49,2,153,1,1,IND25706
0.8,0.95,5,217,1,0,IND23757
0.83,0.95,5,258,1,0,IND28447
0.39,0.57,2,156,1,1,IND18970
0.77,0.92,5,255,1,0,IND28551
0.43,0.46,2,129,1,1,IND0776
0.79,0.96,4,234,1,0,IND12198
0.39,0.55,2,152,1,1,IND40631
0.1,0.88,7,300,1,2,IND09845
0.39,0.53,2,131,1,1,IND13421
0.11,0.89,6,301,1,2,IND15593
0.4,0.51,2,156,1,1,IND22313
0.42,0.52,2,141,1,1,IND11963
0.57,0.85,4,219,1,0,IND22030
0.11,0.95,7,269,1,2,IND11314
0.36,0.73,4,276,1,2,IND13765
0.11,0.94,7,302,1,2,IND16187
0.35,0.8,6,281,1,2,IND40094
0.78,0.99,5,241,1,0,IND15026
0.11,0.93,7,288,1,2,IND20402
0.1,0.96,6,303,1,2,IND28766
0.42,0.54,2,135,1,1,IND37296
0.43,0.5,2,127,1,1,IND21847
0.79,0.84,5,245,1,0,IND24454
0.45,0.45,2,145,1,1,IND27925
0.09,0.91,6,248,1,2,IND12405
0.11,0.91,6,302,1,2,IND14068
0.45,0.49,2,144,1,1,IND42498
0.11,0.91,6,272,1,2,IND42491
0.09,0.8,6,294,1,2,IND40128
0.78,0.71,4,296,1,0,IND27770
0.38,0.5,2,151,1,1,IND32005
0.82,0.82,4,249,1,0,IND13190
0.85,0.89,4,221,1,0,IND19274
0.45,0.46,2,146,1,1,IND17222
0.77,0.89,5,243,1,0,IND02907
0.39,0.5,2,127,1,1,IND05547
0.91,0.9,4,245,1,0,IND08261
0.11,0.77,6,264,1,2,IND41195
0.46,0.45,2,143,1,1,IND42751
0.43,0.49,2,135,1,1,IND32872
0.11,0.96,6,262,1,2,IND14185
0.1,0.93,6,299,1,2,IND11244
0.09,0.8,5,279,1,2,IND21743
0.36,0.51,2,155,1,1,IND34484
0.11,0.89,6,264,1,2,IND42144
0.09,0.77,6,256,1,2,IND0848
0.44,0.51,2,129,1,1,IND20454
0.73,0.97,5,217,1,0,IND07264
0.21,0.58,7,203,1,2,IND10645
0.8,0.85,4,264,1,0,IND37019
0.37,0.55,2,159,1,1,IND21901
0.79,0.96,5,218,1,0,IND01983
0.09,0.8,6,298,1,2,IND21700
0.75,0.74,6,134,1,0,IND37996
0.83,1.0,5,263,1,0,IND30507
0.1,0.77,5,252,1,2,IND02565
0.44,0.55,2,136,1,1,IND34047
0.42,0.97,6,259,1,2,IND43406
0.43,0.56,2,158,1,1,IND02093
0.09,0.84,7,307,1,2,IND14829
0.44,0.53,2,152,1,1,IND01312
0.81,0.98,5,237,1,0,IND22200
0.1,0.79,7,284,1,2,IND27786
0.1,0.93,6,243,1,2,IND02396
0.11,0.83,6,268,1,2,IND15909
0.09,0.77,6,244,1,2,IND0138
0.75,0.83,5,262,1,0,IND43015
0.38,0.55,2,134,1,1,IND06901
0.09,0.87,7,278,1,2,IND10824
0.74,0.97,5,238,1,0,IND44175
0.44,0.56,2,127,1,1,IND12724
0.76,0.95,4,259,1,0,IND16185
0.42,0.56,2,146,1,1,IND39243
0.75,1.0,4,243,1,0,IND40307
0.36,0.52,2,137,1,1,IND13962
0.75,0.93,5,229,1,0,IND25624
0.4,0.46,2,134,1,1,IND43652
0.75,0.89,4,228,1,0,IND0383
0.09,0.84,6,301,1,2,IND28385
0.39,0.46,2,127,1,1,IND12292
0.4,0.48,2,142,1,1,IND04180
0.39,0.54,2,131,1,1,IND08345
0.1,0.85,7,310,1,2,IND38419
0.42,0.55,2,148,1,1,IND27238
0.37,0.52,2,143,1,1,IND35157
0.11,0.98,6,250,1,2,IND34001
0.09,0.88,7,265,1,2,IND02466
0.41,0.54,2,152,1,1,IND16357
0.42,0.49,2,145,1,1,IND23490
0.4,0.49,2,140,1,1,IND40397
0.36,0.47,2,129,1,1,IND44001
0.74,0.9,4,226,1,0,IND29694
0.66,1.0,5,269,1,0,IND25963
0.38,0.47,2,152,1,1,IND43144
0.43,0.51,2,132,1,1,IND06746
0.43,0.53,2,148,1,1,IND41573
0.1,0.85,6,297,1,2,IND13508
0.82,0.85,4,274,1,0,IND26957
0.1,0.77,6,280,1,2,IND11898
0.1,0.93,6,288,1,2,IND23004
0.43,0.49,2,155,1,1,IND15048
0.09,0.94,7,247,1,2,IND33689
0.41,0.54,2,138,1,1,IND16361
0.1,0.82,7,284,1,2,IND39319
0.88,0.92,4,225,1,0,IND19767
0.43,0.57,2,151,1,1,IND27546
0.42,0.5,2,155,1,1,IND22453
0.85,1.0,4,234,1,0,IND16322
0.38,0.49,2,144,1,1,IND22178
0.39,0.47,2,142,1,1,IND14490
0.41,0.48,2,126,1,1,IND28025
0.88,0.92,4,233,1,0,IND36207
0.78,0.96,4,241,1,0,IND05202
0.45,0.48,2,138,1,1,IND29707
0.09,0.95,6,260,1,2,IND36970
0.44,0.56,2,145,1,1,IND30914
0.11,0.84,6,252,1,2,IND09197
0.36,0.51,2,143,1,1,IND31648
0.86,0.98,4,270,1,0,IND35061
0.1,0.92,6,285,1,2,IND09640
0.45,0.53,2,149,1,1,IND34444
0.42,0.53,2,158,1,1,IND17539
0.36,0.55,2,134,1,1,IND43331
0.45,0.55,2,129,1,1,IND05204
0.38,0.57,2,131,1,1,IND10561
0.11,0.97,6,288,1,2,IND11428
0.45,0.46,2,142,1,1,IND05716
0.87,0.95,5,227,1,0,IND28812
0.45,0.53,2,131,1,1,IND42062
0.1,0.83,6,283,1,2,IND11406
0.44,0.54,2,139,1,1,IND28744
0.78,1.0,4,267,1,0,IND02531
0.38,0.56,2,148,1,1,IND23219
0.85,0.84,5,272,1,0,IND35974
0.36,0.48,2,148,1,1,IND07945
0.75,0.88,5,270,1,0,IND26375
0.81,0.81,4,218,1,0,IND43445
0.4,0.55,2,150,1,1,IND23375
0.83,0.83,5,260,1,0,IND38387
0.41,0.52,2,127,1,1,IND06177
0.42,0.57,2,134,1,1,IND12715
0.09,0.83,7,258,1,2,IND13116
0.87,0.81,5,304,1,0,IND23646
0.43,0.56,6,149,1,1,IND32647
0.39,0.51,2,139,1,1,IND0823
0.1,0.9,6,272,1,2,IND40097
0.41,0.52,2,132,1,1,IND06594
0.72,1.0,2,240,1,0,IND42527
0.44,0.55,2,137,1,1,IND06609
0.38,0.5,2,139,1,1,IND16047
0.46,0.52,2,148,1,1,IND23685
0.4,0.49,2,149,1,1,IND11967
0.45,0.45,2,131,1,1,IND27220
0.89,0.89,5,262,1,0,IND43692
0.1,0.97,7,284,1,2,IND0118
0.46,0.48,2,161,1,1,IND07653
0.09,0.78,7,290,1,2,IND22643
0.45,0.57,2,149,1,1,IND41892
0.89,0.98,4,242,1,0,IND12057
0.62,0.77,5,227,1,0,IND25771
0.11,0.93,6,276,1,2,IND05333
0.44,0.5,2,135,1,1,IND31588
0.09,0.94,6,266,1,2,IND36404
0.56,0.75,5,236,1,0,IND07742
0.77,0.89,4,270,1,0,IND10257
0.39,0.49,2,146,1,1,IND17240
0.1,0.92,5,272,1,2,IND11394
0.72,0.85,5,246,1,0,IND04693
0.4,0.52,2,136,1,1,IND14087
0.11,0.81,6,260,1,2,IND05766
0.88,1.0,5,247,1,0,IND0728
0.37,0.51,2,127,1,1,IND11857
0.11,0.96,6,267,1,2,IND28630
0.4,0.52,2,143,1,1,IND43490
0.1,0.86,6,306,1,2,IND43027
0.62,0.89,3,131,1,0,IND0240
0.78,0.86,4,249,1,0,IND14466
0.37,0.52,2,144,1,1,IND18266
0.76,0.82,4,254,1,0,IND28373
0.42,0.53,2,131,1,1,IND33735
